"PostId","Title","Slug","Content","Summary","CategoryId","FeatureImageUrl","HeroImageUrl","ThumbnailUrl","Status","IsPublished","PublishDate","PublishTime","CreatedAt","CreatedBy","UpdatedBy","TitleNorm","SlugNorm"
,"","","","","",,"","",,"",,,"","","","",""
,"<span style=""font-family:times new roman,times,serif;"">&nbsp; &nbsp; &nbsp;- Số tiền hai loại quĩ từ năm 2014 đến hết năm 2024 c&ograve;n nợ chưa nộp l&agrave; 650.000đ.</span></p>","","","","",,"","",,"",,,"","","","",""
,"","","","","",,"","",,"",,,"","","","",""
,"<span style=""font-family:times new roman,times,serif;"">&nbsp; &nbsp; &nbsp; c. <u>Tỉnh H&ograve;a B&igrave;nh</u>:</span></p>","","","","",,"","",,"",,,"","","","",""
,"","","","","",,"","",,"",,,"","","","",""
,"<span style=""font-family:times new roman,times,serif;"">&nbsp; &nbsp; &nbsp;- Quĩ d&ograve;ng họ; Tổng số xuất đinh khoảng: 7 xuất, T&iacute;nh cả số chưa nộp xuất đinh lần thứ nhất v&agrave; lần n&agrave;y l&agrave; 10 triệu, đ&atilde; nộp 6 triệu, đạt 60%</span></p>","","","","",,"","",,"",,,"","","","",""
,"","","","","",,"","",,"",,,"","","","",""
,"<span style=""font-family:times new roman,times,serif;"">&nbsp; &nbsp; - Quĩ khuyến học từ năm 2015 đến 2024: C&ograve;n nợ 7.550.000 đ, đ&atilde; nộp 900.000đ, &nbsp;đạt 12%</span></p>","","","","",,"","",,"",,,"","","","",""
,"","","","","",,"","",,"",,,"","","","",""
,"<span style=""font-family:times new roman,times,serif;"">&nbsp; &nbsp;- Số tiền hai loại quĩ từ năm 2014 đến hết năm 2024 c&ograve;n nợ chưa nộp l&agrave; 10.650.000 đ.</span></p>","","","","",,"","",,"",,,"","","","",""
,"","","","","",,"","",,"",,,"","","","",""
,"<span style=""font-family:times new roman,times,serif;"">&nbsp; &nbsp; &nbsp; d. <u>Tỉnh Lạng Sơn</u>:</span></p>","","","","",,"","",,"",,,"","","","",""
,"","","","","",,"","",,"",,,"","","","",""
,"<span style=""font-family:times new roman,times,serif;"">&nbsp; &nbsp; &nbsp; - Quĩ d&ograve;ng họ; Tổng số xuất đinh khoảng 14 xuất. T&iacute;nh cả số chưa nộp xuất đinh lần thứ nhất v&agrave; lần n&agrave;y l&agrave; 15 triệu, chưa nộp, đạt 0%</span></p>","","","","",,"","",,"",,,"","","","",""
,"","","","","",,"","",,"",,,"","","","",""
,"<span style=""font-family:times new roman,times,serif;"">&nbsp; &nbsp; &nbsp;- Quĩ khuyến học từ năm 2015 đến 2024: C&ograve;n nợ 12.450.000đ chưa nộp, đạt 0%</span></p>","","","","",,"","",,"",,,"","","","",""
,"","","","","",,"","",,"",,,"","","","",""
,"<span style=""font-family:times new roman,times,serif;"">&nbsp; - Số tiền hai loại quĩ từ năm 2014 đến hết năm 2024 c&ograve;n nợ chưa nộp l&agrave; 27.450.000đ.</span></p>","","","","",,"","",,"",,,"","","","",""
,"","","","","",,"","",,"",,,"","","","",""
,"<span style=""font-family:times new roman,times,serif;"">&nbsp; &nbsp; &nbsp;đ. <u>Tỉnh Thanh H&oacute;a</u>:</span></p>","","","","",,"","",,"",,,"","","","",""
,"","","","","",,"","",,"",,,"","","","",""
,"<span style=""font-family:times new roman,times,serif;"">&nbsp; &nbsp; &nbsp;- Quĩ d&ograve;ng họ; Tổng số xuất đinh khoảng 13 xuất. T&iacute;nh cả số chưa nộp xuất đinh lần thứ nhất v&agrave; lần n&agrave;y l&agrave; 19 triệu chưa nộp, đạt 0%</span></p>","","","","",,"","",,"",,,"","","","",""
,"","","","","",,"","",,"",,,"","","","",""
,"<span style=""font-family:times new roman,times,serif;"">&nbsp; &nbsp; &nbsp;- Quĩ khuyến học từ năm 2015 đến 2024 c&ograve;n nợ 20.850.000 đ chưa nộp, đạt 0%</span></p>","","","","",,"","",,"",,,"","","","",""
,"","","","","",,"","",,"",,,"","","","",""
,"<span style=""font-family:times new roman,times,serif;"">&nbsp; - Số tiền hai loại quĩ từ năm 2014 đến hết năm 2024 c&ograve;n nợ chưa nộp l&agrave; 38.950.000đ.</span></p>","","","","",,"","",,"",,,"","","","",""
,"","","","","",,"","",,"",,,"","","","",""
,"<span style=""font-family:times new roman,times,serif;"">&nbsp; &nbsp; &nbsp;e. <u>TP Nam Định</u>:</span></p>","","","","",,"","",,"",,,"","","","",""
,"","","","","",,"","",,"",,,"","","","",""
,"<span style=""font-family:times new roman,times,serif;"">&nbsp; &nbsp; &nbsp;- Quĩ d&ograve;ng họ; Tổng số xuất đinh khoảng 7 xuất. T&iacute;nh cả số chưa nộp xuất đinh lần thứ nhất v&agrave; lần n&agrave;y l&agrave; 13 triệu chưa nộp, đạt 0%</span></p>","","","","",,"","",,"",,,"","","","",""
,"","","","","",,"","",,"",,,"","","","",""
,"<span style=""font-family:times new roman,times,serif;"">&nbsp; &nbsp; &nbsp;- Quĩ khuyến học từ năm 2015 đến 2024 c&ograve;n nợ 11.200.000 đ chưa nộp, đạt 0%</span></p>","","","","",,"","",,"",,,"","","","",""
,"","","","","",,"","",,"",,,"","","","",""
,"<span style=""font-family:times new roman,times,serif;"">&nbsp; - Số tiền hai loại quĩ từ năm 2014 đến hết năm 2024 c&ograve;n nợ chưa nộp l&agrave; 24.050.000đ.</span></p>","","","","",,"","",,"",,,"","","","",""
,"","","","","",,"","",,"",,,"","","","",""
,"<span style=""font-family:times new roman,times,serif;"">&nbsp; &nbsp; &nbsp;f. <u>Th&ocirc;n Dương Hồi, Tam Quang, Ninh B&igrave;nh</u>:</span></p>","","","","",,"","",,"",,,"","","","",""
,"","","","","",,"","",,"",,,"","","","",""
,"<span style=""font-family:times new roman,times,serif;"">&nbsp; &nbsp; &nbsp; - Quĩ d&ograve;ng họ; Tổng số xuất đinh khoảng 7 xuất. T&iacute;nh cả số chưa nộp xuất đinh lần thứ nhất v&agrave; lần n&agrave;y l&agrave; 12.5 triệu chưa nộp, đạt 0%</span></p>","","","","",,"","",,"",,,"","","","",""
,"","","","","",,"","",,"",,,"","","","",""
,"<span style=""font-family:times new roman,times,serif;"">&nbsp; &nbsp; &nbsp;- Quĩ khuyến học từ năm 2015 đến 2024 c&ograve;n 9.600.000 đ. Đ&atilde; nộp 2 triệu, đạt 20%. Số tiền nộp n&agrave;y l&agrave; do năm trước thu nhầm xuất đinh của b&agrave; Hồng v&agrave; b&agrave; V&acirc;n. Do vậy chuyển sang khuyến học th&igrave; b&agrave; V&acirc;n đ&atilde; nộp đến 2025, b&agrave; Hồng nộp đến 2027.</span></p>","","","","",,"","",,"",,,"","","","",""
,"","","","","",,"","",,"",,,"","","","",""
,"<span style=""font-family:times new roman,times,serif;"">&nbsp; &nbsp; - Số tiền hai loại quĩ từ năm 2014 đến hết năm 2024 c&ograve;n thiếu, chưa nộp l&agrave; 21.200.000đ.</span></p>","","","","",,"","",,"",,,"","","","",""
,"","","","","",,"","",,"",,,"","","","",""
,"<span style=""font-family:times new roman,times,serif;"">&nbsp; &nbsp; &nbsp;* Như vậy số tiền của d&ograve;ng họ chưa thu được từ năm 2014 đến nay l&agrave; 135.850.000 đ. Số lượng n&agrave;y chưa phải l&agrave; con số tuyệt đối, thực tế số chưa thu được c&oacute; thể c&ograve;n cao hơn.</span></p>","","","","",,"","",,"",,,"","","","",""
,"","","","","",,"","",,"",,,"","","","",""
,"<span style=""font-family:times new roman,times,serif;""><strong>&nbsp; &nbsp; &nbsp; &nbsp;II.&nbsp; &nbsp;<u>Một số nội dung cơ bản cần thống nhất v&agrave; thực hiện từ năm 2025</u>:</strong></span></p>","","","","",,"","",,"",,,"","","","",""
,"","","","","",,"","",,"",,,"","","","",""
,"<span style=""font-family:times new roman,times,serif;"">&nbsp; &nbsp; &nbsp;A. C&oacute; thể n&oacute;i năm 2024 vừa qua, d&ograve;ng họ ch&uacute;ng ta hoạt động rất tốt, x&acirc;y dựng gắn kết t&igrave;nh gia tộc. Nổi bật l&agrave; c&aacute;c gia đ&igrave;nh ở hai địa phương H&agrave; Nội, H&agrave; Giang đ&atilde; tổ chức gặp mặt, dự bữa cơm th&acirc;n mật c&ugrave;ng nhau, l&agrave;m tốt c&ocirc;ng t&aacute;c khuyến học, khuyến t&agrave;i, ph&uacute;c thọ v&agrave; thu quĩ từ trước đến nay đ&uacute;ng theo qui định. Rất mong mọi người tiếp tục ph&aacute;t huy.</span></p>","","","","",,"","",,"",,,"","","","",""
,"","","","","",,"","",,"",,,"","","","",""
,"<span style=""font-family:times new roman,times,serif;"">&nbsp; &nbsp; &nbsp;B. Xin cảm ơn &ocirc;ng đại diện cũng như c&aacute;c gia đ&igrave;nh ở tỉnh H&agrave; Giang, th&agrave;nh phố H&agrave; Nội đ&atilde; chủ động đề xuất &yacute; kiến v&agrave;o b&aacute;o c&aacute;o d&ograve;ng họ năm nay. HĐGT đ&atilde; b&agrave;n, nhất tr&iacute; v&agrave; đề xuất c&aacute;c &yacute; kiến n&ecirc;u ra trong hội nghị n&agrave;y để c&ugrave;ng tham gia trao đổi, đ&oacute; l&agrave;:</span></p>","","","","",,"","",,"",,,"","","","",""
,"","","","","",,"","",,"",,,"","","","",""
,"<span style=""font-family:times new roman,times,serif;"">&nbsp; &nbsp; 1. Đề nghị &ocirc;ng đại diện d&ograve;ng họ v&agrave; c&aacute;c gia đ&igrave;nh đang sinh sống ở tỉnh Lạng Sơn, Thanh H&oacute;a, B&igrave;nh Phước, L&acirc;m Đồng, th&agrave;nh phố Hồ Ch&iacute; Minh, một số gia đ&igrave;nh ở th&agrave;nh phố Nam Định v&agrave; ở nước Anh tiếp cận&nbsp; th&ocirc;ng tin n&agrave;y. H&atilde;y về qu&ecirc; giỗ tổ ti&ecirc;n của ch&iacute;nh bản th&acirc;n m&igrave;nh. H&atilde;y c&ugrave;ng tham gia hưởng ứng c&aacute;c hoạt động để d&ograve;ng họ ng&agrave;y c&agrave;ng ph&aacute;t triển.</span></p>","","","","",,"","",,"",,,"","","","",""
,"","","","","",,"","",,"",,,"","","","",""
,"<span style=""font-family:times new roman,times,serif;"">&nbsp; &nbsp; &nbsp;2. D&ograve;ng họ đ&atilde; c&oacute; ng&ocirc;i nh&agrave; thờ tự tổ ti&ecirc;n. D&ograve;ng họ c&oacute; lăng mộ khang trang, bề thế. Ch&uacute;ng ta muốn nh&agrave; thờ, lăng mộ lu&ocirc;n sạch, đẹp, t&ocirc;n nghi&ecirc;m. M&ugrave;ng một, mười rằm, lễ, tết tr&ecirc;n b&agrave;n thờ kh&oacute;i hương nghi ng&uacute;t. Ch&uacute;ng ta muốn kh&iacute;ch lệ con ch&aacute;u học giỏi, th&agrave;nh t&agrave;i... Những điều muốn l&agrave; v&ocirc; c&ugrave;ng tr&acirc;n qu&iacute; ấy th&igrave; ch&uacute;ng ta phải c&oacute; tiền. Nguồn tiền ngo&agrave;i c&ocirc;ng đức của những người con c&oacute; tấm l&ograve;ng v&agrave;ng th&igrave; ch&uacute;ng ta c&ugrave;ng nhau đ&oacute;ng g&oacute;p. Từ khi x&acirc;y dựng nh&agrave; thờ năm 2003 đến nay xem d&ograve;ng họ thu nộp những g&igrave;?</span></p>","","","","",,"","",,"",,,"","","","",""
,"","","","","",,"","",,"",,,"","","","",""
,"<span style=""font-family:times new roman,times,serif;"">&nbsp; &nbsp; &nbsp;Năm 2014 v&agrave; năm 2024 huy động đ&oacute;ng g&oacute;p xuất đ&igrave;nh 1 triệu đồng/người.</span></p>","","","","",,"","",,"",,,"","","","",""
,"","","","","",,"","",,"",,,"","","","",""
,"<span style=""font-family:times new roman,times,serif;"">&nbsp; &nbsp; &nbsp;Từ năm 2015 bắt đầu đ&oacute;ng ph&iacute; khuyến học 100.000 đồng/gia đ&igrave;nh. Năm 2024 n&acirc;ng l&ecirc;n 150.000 đồng/gia đ&igrave;nh.</span></p>","","","","",,"","",,"",,,"","","","",""
,"","","","","",,"","",,"",,,"","","","",""
,"<span style=""font-family:times new roman,times,serif;"">&nbsp; &nbsp; &nbsp;Việc thu nộp c&oacute; lẽ nhiều người cũng chưa biết. Đề nghị &ocirc;ng, b&agrave; đại diện ở c&aacute;c địa phương cần c&oacute; phương ph&aacute;p tổ chức thu. Đề nghị c&aacute;c gia đ&igrave;nh nộp tiền theo đ&uacute;ng qui định. Gia đ&igrave;nh n&agrave;o thực sự kh&oacute; khăn th&igrave; n&ecirc;n trao đổi lại, d&ograve;ng họ sẽ xem x&eacute;t miễn trừ.</span></p>","","","","",,"","",,"",,,"","","","",""
,"","","","","",,"","",,"",,,"","","","",""
,"<span style=""font-family:times new roman,times,serif;"">&nbsp; &nbsp; &nbsp;3. Từ khi kh&aacute;nh th&agrave;nh nh&agrave; thờ đến nay, việc c&uacute;ng, lễ tổ ti&ecirc;n buổi lễ hằng năm do &ocirc;ng Dương Thế Hinh thực hiện. D&ograve;ng họ ch&uacute;ng ta ghi nhận c&ocirc;ng đức của &ocirc;ng. Nay &ocirc;ng tuổi cũng đ&atilde; cao n&ecirc;n từ năm sau trở đi, từng bước giao cho &ocirc;ng Dương ngọc Tiến thực hiện.</span></p>","","","","",,"","",,"",,,"","","","",""
,"","","","","",,"","",,"",,,"","","","",""
,"<span style=""font-family:times new roman,times,serif;"">&nbsp; &nbsp; &nbsp;4. Để ph&ugrave; hợp với văn bản qui định của Bộ GD&amp;ĐT hiện nay, d&ograve;ng họ bổ sung v&agrave;o&nbsp; mục 5.2.1 qui định khuyến học khuyến t&agrave;i, như sau:</span></p>","","","","",,"","",,"",,,"","","","",""
,"","","","","",,"","",,"",,,"","","","",""
,"<span style=""font-family:times new roman,times,serif;"">&nbsp; &nbsp; &nbsp;- Đối với những kỳ thi tr&ecirc;n internet được Bộ GD&amp;ĐT c&ocirc;ng nhận th&igrave; thưởng 100% theo mức đ&atilde; ghi trong qui định khuyến học, khuyến t&agrave;i, ph&uacute;c thọ.</span></p>","","","","",,"","",,"",,,"","","","",""
,"","","","","",,"","",,"",,,"","","","",""
,"<span style=""font-family:times new roman,times,serif;"">&nbsp; &nbsp; &nbsp; - Đối với những kỳ thi internet kh&ocirc;ng được Bộ GD&amp;ĐT c&ocirc;ng nhận th&igrave; mức thưởng bằng 30% theo mức đ&atilde; ghi trong qui định khuyến học, khuyến t&agrave;i, ph&uacute;c thọ.</span></p>","","","","",,"","",,"",,,"","","","",""
,"","","","","",,"","",,"",,,"","","","",""
,"<span style=""font-family:times new roman,times,serif;"">&nbsp; &nbsp; &nbsp; -&nbsp; Hiện nay Bộ GD&amp;ĐT mới c&ocirc;ng nhận, phối hợp với ba kỳ thi, đ&oacute; l&agrave;: Olympic tiếng Anh (IOE); Cuộc thi an to&agrave;n giao th&ocirc;ng cho nụ cười ng&agrave;y mai; Kỳ thi t&igrave;m kiếm t&agrave;i năng to&aacute;n học trẻ (MYTS). Qui đổi huy chương v&agrave;ng, bạc, đồng sang tương đương giải nhất, nh&igrave;, ba.</span></p>","","","","",,"","",,"",,,"","","","",""
,"","","","","",,"","",,"",,,"","","","",""
,"<span style=""font-family:times new roman,times,serif;"">&nbsp; &nbsp; &nbsp;5. Để cuộc sống ph&aacute;t triển kịp thời với c&ocirc;ng nghệ th&ocirc;ng tin hiệu quả. D&ograve;ng họ lập nh&oacute;m zalo gồm to&agrave;n bộ th&agrave;nh vi&ecirc;n d&ograve;ng họ Dương Văn ở tất cả c&aacute;c v&ugrave;ng miền. HĐGT giao cho &ocirc;ng Dương Tiến Soa hiện đang quản trị Website donghoduongvan.com lập nh&oacute;m,</span></p>","","","","",,"","",,"",,,"","","","",""
,"","","","","",,"","",,"",,,"","","","",""
,"<span style=""font-family:times new roman,times,serif;"">&nbsp; &nbsp; &nbsp;6. Hiện nay một số hạng mục nh&agrave; thờ, lăng mộ xuống c&acirc;p. HĐGT th&agrave;nh lập ban tu sửa gồm c&oacute; c&aacute;c &ocirc;ng; Dương Th&agrave;nh Chiến, trưởng ban; Dương Văn T&aacute;m, ph&oacute; ban; Dương Tiến Sơ, Dương Văn Huynh th&agrave;nh vi&ecirc;n. Ban tu sửa gửi hội nghị bản kế hoạch, dự to&aacute;n để mọi người tham g&oacute;p.</span></p>","","","","",,"","",,"",,,"","","","",""
,"","","","","",,"","",,"",,,"","","","",""
,"<span style=""font-family:times new roman,times,serif;"">&nbsp; &nbsp; &nbsp;7. Từ năm 2025, d&ograve;ng họ điều chỉnh hai nh&acirc;n sự, HĐGT đề xuất:</span></p>","","","","",,"","",,"",,,"","","","",""
,"","","","","",,"","",,"",,,"","","","",""
,"<span style=""font-family:times new roman,times,serif;"">&nbsp; &nbsp; &nbsp;- Một l&agrave; cử b&agrave; Dương Thị Nh&agrave;n thay &ocirc;ng Dương Văn Trọng l&agrave; người đại diện d&ograve;ng họ tại th&agrave;nh phố Nam Định. L&yacute; do v&igrave; tuổi cao, sang năm &ocirc;ng Trọng đ&atilde; bước sang tuổi 90.</span></p>","","","","",,"","",,"",,,"","","","",""
,"","","","","",,"","",,"",,,"","","","",""
,"<span style=""font-family:times new roman,times,serif;"">&nbsp; &nbsp; &nbsp;- Hai l&agrave; b&agrave; Nguyễn Thị V&acirc;n Anh (Vợ &ocirc;ng Dương Hồng Văn) l&agrave;m thủ quĩ thay b&agrave; Nguyễn Thị Thơm l&agrave;m thủ quĩ. L&yacute; do v&igrave; đợt n&agrave;y b&agrave; Thơm hay ốm đau, xin nghỉ.</span></p>","","","","",,"","",,"",,,"","","","",""
,"","","","","",,"","",,"",,,"","","","",""
,"<span style=""font-family:times new roman,times,serif;"">&nbsp; &nbsp; &nbsp;* D&ograve;ng họ Dương Văn xin cảm ơn t&igrave;nh cảm v&agrave; tấm l&ograve;ng của hai người đ&atilde; đ&oacute;ng g&oacute;p c&ocirc;ng sức cho d&ograve;ng họ những năm qua. Đặc biệt &ocirc;ng Dương Văn Trọng l&agrave; một tấm gương s&aacute;ng, mẫu mực với d&ograve;ng họ từ khi b&agrave;n x&acirc;y dựng nh&agrave; thờ đến nay.</span></p>","","","","",,"","",,"",,,"","","","",""
,"","","","","",,"","",,"",,,"","","","",""
,"<span style=""font-family:times new roman,times,serif;"">&nbsp; &nbsp; 8. HĐGT nhận được th&ocirc;ng tin &ocirc;ng đại diện ở H&agrave; Nội, H&ograve;a B&igrave;nh c&oacute; kế hoạch trong năm 2025 tổ chức đo&agrave;n thăm c&aacute;c gia đ&igrave;nh ở tỉnh H&agrave; Giang hoặc Lạng Sơn, Thanh H&oacute;a, Nam Định. Đề nghị c&aacute;c địa phương chủ động kết nối giao lưu với c&aacute;c gia đ&igrave;nh trong d&ograve;ng họ tại địa phương m&igrave;nh v&agrave; cũng n&ecirc;n tổ chức c&aacute;c đo&agrave;n thăm, giao lưu với c&aacute;c địa phương kh&aacute;c&nbsp; để gắn kết mối t&igrave;nh th&acirc;n tộc đồng thời đưa c&aacute;c h&igrave;nh ảnh ấy l&ecirc;n trang th&ocirc;ng tin của d&ograve;ng họ, tạo hiệu ứng lan tỏa với tới tất cả mọi người.</span></p>","","","","",,"","",,"",,,"","","","",""
,"","","","","",,"","",,"",,,"","","","",""
,"<span style=""font-family:times new roman,times,serif;"">&nbsp; &nbsp; 9. Đề nghị những gia đ&igrave;nh n&agrave;o chưa nộp quỹ th&igrave; khẩn trương nộp quỹ. Trong trường hợp những gia đ&igrave;nh n&agrave;o chưa nộp th&igrave; những chế độ như mừng thọ, phần thưởng c&aacute;c ch&aacute;u học sinh đạt giải ...vv&nbsp; từ năm 2025 trở đi, d&ograve;ng họ sẽ xem x&eacute;t c&aacute;c trường hợp những gia đ&igrave;nh đ&oacute;</span></p>","","","","",,"","",,"",,,"","","","",""
,"","","","","",,"","",,"",,,"","","","",""
,"<span style=""font-family:times new roman,times,serif;"">&nbsp; &nbsp;10. Để c&oacute; t&igrave;nh nh&acirc;n &aacute;i, nghĩa t&igrave;nh trong d&ograve;ng tộc. Đề nghị &ocirc;ng đại diện c&aacute;c địa phương r&agrave; so&aacute;t, xem c&aacute;c gia đ&igrave;nh họ Dương Văn trong địa phương m&igrave;nh m&agrave; c&ograve;n c&oacute; gia đ&igrave;nh n&agrave;o c&ograve;n kh&oacute; khăn, ngh&egrave;o kh&oacute; (theo ti&ecirc;u ch&iacute; của nh&agrave; nước hiện nay) cần sự gi&uacute;p đỡ th&igrave; đề xuất. HĐGT c&oacute; biện ph&aacute;p k&ecirc;u gọi c&aacute;c nh&agrave; hảo t&acirc;m x&acirc;y dựng QUỸ T&Igrave;NH THƯƠNG kịp thời gi&uacute;p đỡ.</span></p>","","","","",,"","",,"",,,"","","","",""
,"","","","","",,"","",,"",,,"","","","",""
,"<span style=""font-family:times new roman,times,serif;""><strong>&nbsp; &nbsp; &nbsp;IV. <u>Kết luận</u>.</strong></span></p>","","","","",,"","",,"",,,"","","","",""
,"","","","","",,"","",,"",,,"","","","",""
,"<span style=""font-family:times new roman,times,serif;"">&nbsp; &nbsp; &nbsp; Buổi họp c&oacute; 10 &yacute; kiến tham gia. Thay mặt HĐGT t&ocirc;i nhận thấy c&aacute;c &yacute; kiến đều thể hiện x&acirc;y dựng d&ograve;ng họ v&agrave; nhất tr&iacute; nội dung b&aacute;o c&aacute;o. Đồng thời bổ sung một số điểm, đ&oacute; l&agrave;:</span></p>","","","","",,"","",,"",,,"","","","",""
,"","","","","",,"","",,"",,,"","","","",""
,"<span style=""font-family:times new roman,times,serif;"">&nbsp; &nbsp; &nbsp; -&nbsp;D&ograve;ng họ xin cảm ơn những người c&oacute; tấm l&ograve;ng v&agrave;ng đ&atilde; c&ocirc;ng đức trong buổi lễ giỗ tổ h&ocirc;m nay. &Ocirc;ng Dương thế Hinh 4 triệu đồng, b&agrave; Dương Thị Hương loan đang ở b&ecirc;n Anh quốc gửi 3 triệu đồng, b&agrave; Dương Thị B&iacute;ch 500 ngh&igrave;n đồng, b&agrave; Dương Thị Hằng 500 ngh&igrave;n đồng, b&agrave; Dương Thị Thịnh 500 ngh&igrave;n đồng, b&agrave; Dương Thị Hảo 200 ngh&igrave;n đồng, chị Phạm Thị Hương (con g&aacute;i b&agrave; Hảo) 300 ngh&igrave;n đồng, ch&aacute;u Dương thị Ch&acirc;m 500 ngh&igrave;n đồng. Tổng số 9 triệu năm trăm ngh&igrave;n đồng.</span></p>","","","","",,"","",,"",,,"","","","",""
,"","","","","",,"","",,"",,,"","","","",""
,"<span style=""font-family:times new roman,times,serif;"">&nbsp; &nbsp; &nbsp;- Từ năm 2025 trở đi, hỗ trợ cho &ocirc;ng Dương Văn Huynh tr&ocirc;ng coi, vệ sinh lăng mộ mỗi năm 1 triệu đồng. Như vậy số tiền tr&ocirc;ng coi, vệ sinh, hương kh&oacute;i &hellip;nh&agrave; thờ, lăng mộ mỗi năm l&agrave; 4 triệu đồng. Số tiền n&agrave;y chi trong quĩ d&ograve;ng họ.</span></p>","","","","",,"","",,"",,,"","","","",""
,"","","","","",,"","",,"",,,"","","","",""
,"<span style=""font-family:times new roman,times,serif;"">&nbsp; &nbsp; - Ban tu sửa nh&agrave; thờ ho&agrave;n th&agrave;nh dự to&aacute;n chậm nhất ng&agrave;y 15/7/2025, sau đ&oacute; lấy &yacute; kiến d&ograve;ng họ tr&ecirc;n nh&oacute;m zalo. Tiếp theo&nbsp; HĐGT quyết định, giao cho ban tu sửa tổ chức thi c&ocirc;ng ho&agrave;n th&agrave;nh chậm nhất ng&agrave;y 30/12/2025.</span></p>","","","","",,"","",,"",,,"","","","",""
,"","","","","",,"","",,"",,,"","","","",""
,"<span style=""font-family:times new roman,times,serif;"">&nbsp; &nbsp; - D&ograve;ng họ miễn trừ nộp ph&iacute; khuyến học đối với những gia đ&igrave;nh đ&atilde; mất (hoặc kh&ocirc;ng) c&oacute; vợ (hoặc chồng) từ 60 tuổi trở l&ecirc;n.</span></p>","","","","",,"","",,"",,,"","","","",""
,"","","","","",,"","",,"",,,"","","","",""
,"<span style=""font-family:times new roman,times,serif;"">&nbsp; &nbsp; - Ban khuyến học v&agrave; &ocirc;ng đại diện tại tỉnh H&agrave; Giang sẽ kiểm tra xem x&eacute;t trường hợp mừng thọ của b&agrave; Dương Thị M&ugrave;i v&agrave; Dương thị Ho&agrave;n ở tỉnh H&agrave; Giang. Nếu c&oacute; sơ xuất th&igrave; d&ograve;ng họ sẽ tổ chức trao qu&agrave; tại buổi lễ trao thưởng cho c&aacute;c ch&aacute;u học sinh H&agrave; Giang trong năm nay.</span></p>","","","","",,"","",,"",,,"","","","",""
,"","","","","",,"","",,"",,,"","","","",""
,"<span style=""font-family:times new roman,times,serif;""><em><strong>&nbsp; &nbsp; Thưa to&agrave;n thể th&agrave;nh vi&ecirc;n họ Dương Văn!</strong></em></span></p>","","","","",,"","",,"",,,"","","","",""
,"","","","","",,"","",,"",,,"","","","",""
,"<span style=""font-family:times new roman,times,serif;"">&nbsp; &nbsp;Tr&ecirc;n đ&acirc;y l&agrave; một số nội dung thay mặt hội đồng gia tộc t&ocirc;i tr&igrave;nh b&agrave;y trước d&ograve;ng họ. Mọi người đ&atilde; thảo luận, thống nhất thực hiện &nbsp;T&ocirc;i tin tưởng rằng với &yacute; thức t&ocirc;n k&iacute;nh tổ ti&ecirc;n, t&igrave;nh cảm của mỗi th&agrave;nh vi&ecirc;n, sự chung tay, g&oacute;p sức của mọi người sẽ tiếp tục x&acirc;y dựng họ tộc ch&uacute;ng ta ng&agrave;y c&agrave;ng ph&aacute;t triển.</span></p>","","","","",,"","",,"",,,"","","","",""
,"","","","","",,"","",,"",,,"","","","",""
,"<span style=""font-family:times new roman,times,serif;"">&nbsp; &nbsp;K&iacute;nh ch&uacute;c hội đồng gia tộc mạnh khỏe, thống nhất, đo&agrave;n kết một l&ograve;ng x&acirc;y dựng họ tộc ng&agrave;y c&agrave;ng vững mạnh. Ch&uacute;c tất cả ch&uacute;ng ta sức khỏe, hạnh ph&uacute;c v&agrave; th&agrave;nh c&ocirc;ng trong cuộc sống</span></p>","","","","",,"","",,"",,,"","","","",""
,"","","","","",,"","",,"",,,"","","","",""
,"<span style=""font-family:times new roman,times,serif;"">&nbsp; &nbsp; &nbsp; &nbsp; Xin tr&acirc;n trọng cảm ơn!</span></p>","","","","",,"","",,"",,,"","","","",""
,"","","","","",,"","",,"",,,"","","","",""
,"<span style=""font-family:times new roman,times,serif;""><strong>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Thay mặt hội dồng gia tộc</strong></span></p>","","","","",,"","",,"",,,"","","","",""
,"","","","","",,"","",,"",,,"","","","",""
