Id,Title,Slug,PublishedAt,Category,ImageUrl,Summary
192,Những tấm lòng vàng của dòng họ Dương Văn,nhung-tam-long-vang-cua-dong-ho-duong-van-2,2025-05-05 15:55:04.000,Quỹ Dòng họ Dương Văn,NULL," Ông Dương Tiến Sừ! Người hội tụ những tinh hoa dòng tộc. Hội tụ tinh thần, trí tuệ  những người thân. Ông đã gắn kết được mối tình thân ái của những người cùng huyết thống ở mọi nơi, mọi miền tổ quốc để cùng nhau khôi phục Tổ đường. Ông có công xay dựng ý thức, nề nếp tâm linh dòng tộc. Một Trưởng tộc mẫu mực. Một tấm gương sáng hết lòng vì dòng tộc thân yêu!
Dòng họ Dương Văn sẽ đời đời ghi nhớ công đức của ông!"
193,Danh sách nộp xuất đinh từ năm 2014,danh-sach-nop-xuat-inh-tu-nam-2014-2,2018-06-06 19:49:45.000,Quỹ Dòng họ Dương Văn,NULL,"Cuộc họp dòng họ tại giỗ tổ năm 2014 đã thống nhất đóng góp suất đinh lần thứ hai vào quĩ dòng họ với mức đóng góp là 1000.000đ/suất đinh. Mức đóng góp suất đinh lần một năm 2003, mỗi suất đinh là 500.000đ/suất. Sau đây là danh sách những người đã nộp, còn những trường hợp chưa kịp đóng góp, xin tiếp tục nộp cho thủ quĩ là bà Lê Thị Lệ.					
"
194,"Danh sách nộp quĩ khuyến học, khuyến tài, phúc thọ từ năm 2015-2022",danh-sach-nop-qui-khuyen-hoc-khuyen-tai-phuc-tho-tu-nam-2015-2022-2,2018-06-11 09:27:42.000,Quỹ Dòng họ Dương Văn,NULL,"Theo qui đinh công tác khuyến học, khuyến tài, phúc thọ của dòng họ thì những gia đình có từ 1->2 thế hệ thì tính là một hội viên, những gia đình có từ 3 thế hệ trở lên thì tính bằng hai hội viên. Mức đóng góp từng năm theo hội viên do nghị quyết dòng họ tại lễ giỗ tổ từng năm quyết định. Sau đây là danh sách những hội viên đã đóng góp, những hội viên nào chưa kịp nộp, xin tiếp tục nộp cho thủ quĩ là bà Lê Thị Lệ.						
"
195,"Quyết toán quĩ khuyến học, khuyến tài, phúc thọ hàng năm",quyet-toan-qui-khuyen-hoc-khuyen-tai-phuc-tho-hang-nam-2,2017-04-06 09:23:27.000,Quỹ Dòng họ Dương Văn,NULL,"Hằng năm tại buổi lễ giỗ tổ, ban quản lý quĩ đều quyết toán công khai trước mọi người về các khoản thu, chi và số còn lại chuyển sang năm sau. Website sẽ đăng tải bản quyết toán của tất cả các năm, kể từ năm 2015...	
"
248,Quyết toán Quỹ dòng họ các năm,quyet-toan-quy-dong-ho-cac-nam-2,2017-04-05 15:39:15.000,Quỹ Dòng họ Dương Văn,NULL,"Hằng năm dòng họ đều quyết toán các loại quĩ tại cuộc họp giỗ tổ. Trên Website này sẽ đăng để tất cả chúng ta biết và có kế hoạch biện pháp đóng góp, xây dựng dong họ phát triển bền vững."
101,Quyết toán Quỹ dòng họ các năm,quyet-toan-quy-dong-ho-cac-nam,2017-04-05 15:39:15.000,Quỹ Dòng họ Dương Văn,~/uploads/quy dong ho.JPG2142016213041.jpg,"Hằng năm dòng họ đều quyết toán các loại quĩ tại cuộc họp giỗ tổ. Trên Website này sẽ đăng để tất cả chúng ta biết và có kế hoạch biện pháp đóng góp, xây dựng dong họ phát triển bền vững."
45,Những tấm lòng vàng của dòng họ Dương Văn,nhung-tam-long-vang-cua-dong-ho-duong-van,2025-05-05 15:55:04.000,Quỹ Dòng họ Dương Văn,~/uploads/tải xuống.jpg552025144059.jpg,"Ông Dương Tiến Sừ! Người hội tụ những tinh hoa dòng tộc. Hội tụ tinh thần, trí tuệ  những người thân. Ông đã gắn kết được mối tình thân ái của những người cùng huyết thống ở mọi nơi, mọi miền tổ quốc để cùng nhau khôi phục Tổ đường. Ông có công xay dựng ý thức, nề nếp tâm linh dòng tộc. Một Trưởng tộc mẫu mực. Một tấm gương sáng hết lòng vì dòng tộc thân yêu!
Dòng họ Dương Văn sẽ đời đời ghi nhớ công đức của ông!"
46,Danh sách nộp xuất đinh từ năm 2014,danh-sach-nop-xuat-inh-tu-nam-2014,2018-06-06 19:49:45.000,Quỹ Dòng họ Dương Văn,~/uploads/IMG_5500.JPG165201516013.jpg,"Cuộc họp dòng họ tại giỗ tổ năm 2014 đã thống nhất đóng góp suất đinh lần thứ hai vào quĩ dòng họ với mức đóng góp là 1000.000đ/suất đinh. Mức đóng góp suất đinh lần một năm 2003, mỗi suất đinh là 500.000đ/suất. Sau đây là danh sách những người đã nộp, còn những trường hợp chưa kịp đóng góp, xin tiếp tục nộp cho thủ quĩ là bà Lê Thị Lệ.					
"
47,"Danh sách nộp quĩ khuyến học, khuyến tài, phúc thọ từ năm 2015-2022",danh-sach-nop-qui-khuyen-hoc-khuyen-tai-phuc-tho-tu-nam-2015-2022,2018-06-11 09:27:42.000,Quỹ Dòng họ Dương Văn,~/uploads/khuyen hoc2.jpg165201516446.jpg,"Theo qui đinh công tác khuyến học, khuyến tài, phúc thọ của dòng họ thì những gia đình có từ 1->2 thế hệ thì tính là một hội viên, những gia đình có từ 3 thế hệ trở lên thì tính bằng hai hội viên. Mức đóng góp từng năm theo hội viên do nghị quyết dòng họ tại lễ giỗ tổ từng năm quyết định. Sau đây là danh sách những hội viên đã đóng góp, những hội viên nào chưa kịp nộp, xin tiếp tục nộp cho thủ quĩ là bà Lê Thị Lệ.						
"
48,"Quyết toán quĩ khuyến học, khuyến tài, phúc thọ hàng năm",quyet-toan-qui-khuyen-hoc-khuyen-tai-phuc-tho-hang-nam,2017-04-06 09:23:27.000,Quỹ Dòng họ Dương Văn,~/uploads/so cong duc.JPG1862015161218.jpg,"Hằng năm tại buổi lễ giỗ tổ, ban quản lý quĩ đều quyết toán công khai trước mọi người về các khoản thu, chi và số còn lại chuyển sang năm sau. Website sẽ đăng tải bản quyết toán của tất cả các năm, kể từ năm 2015...	
"
53,"Góp ý vào mẫu logo, mẫu tặng thưởng, mẫu tặng quà",gop-y-vao-mau-logo-mau-tang-thuong-mau-tang-qua,2015-09-25 16:20:40.000,Khuyến học - Phúc Thọ,~/uploads/logo2.png186201521910.jpg,"Để dòng họ chúng ta có sắc thái riêng và biểu thị sự trân trọng của dòng họ tới những người có thành tích, làm cho dòng họ phồn vinh..."
51,"Quy định về khuyến học, khuyến tài, phúc thọ",quy-inh-ve-khuyen-hoc-khuyen-tai-phuc-tho,2017-08-28 21:40:00.000,Khuyến học - Phúc Thọ,~/uploads/qui dinh khuyen hoc.jpg1852015185751.jpg,"Khuyến học, khuyến tài, chúc phúc, chúc mừng các bậc cao niên  là truyền thống tốt đẹp, lâu đời của dân tộc Việt Nam. Hoạt động này được các thành viên  dòng họ Dương Văn thôn Dương Hồi, xã Yên Thắng, huyện Ý Yên tỉnh Nam  Định  quan tâm  và coi đây là một trong những việc làm hết sức quan trọng để duy trì nét đẹp truyền thống, củng cố, phát triển dòng họ bền vững"
62,Danh sách tặng thưởng và tặng quà năm 2015,danh-sach-tang-thuong-va-tang-qua-nam-2015,2016-03-31 20:40:39.000,Khuyến học - Phúc Thọ,~/uploads/hinh-nen-hoa-tulip-dep-de-thuong-cho-ban-them-goi-y-lam-moi-laptop-cua-minh-5.jpg306201520532.jpg,"Từ năm 2015, dòng họ tổ chức tặng thưởng cho các cháu học sinh từ Tiểu học đến Đại học có thành tích xuất sắc trong học tập, rèn luyện. Tặng thưởng cho những người có trình độ cao, người có công với nhà nước. Tặng quà cho những bậc cao niên từ 70 tuổi trở lên, đối tượng là con dâu, con rể, con có mẹ họ Dương Văn và những người trong dòng họ. 						
"
87,Tặng quà đợt 1 năm 2015,tang-qua-ot-1-nam-2015,2015-09-10 07:06:04.000,Khuyến học - Phúc Thọ,~/uploads/qui dinh khuyen hoc.jpg79201522220.jpg,"Hôm qua, ngày 6/9/2015 ngay sau ngày khai giảng năm học mới Dòng họ Dương Văn tổ chức hai đoàn tặng quà Khuyến học, khuyến tài cho các cháu học sinh có thành tích xuất sắc trong năm học 2014-2015 và tặng quà cho các bậc cao niên năm 2015 tại Thôn Dương Hồi, Thành phố Nam Định, Thành phố Hà Nội và tỉnh Hà Giang."
129,"Danh sách khuyến học, khuyến tài, phúc thọ năm 2019",danh-sach-khuyen-hoc-khuyen-tai-phuc-tho-nam-2019,2019-08-27 11:17:18.000,Khuyến học - Phúc Thọ,~/uploads/IMG_0710.jpg2782019105235.jpg,"Tổng hợp sanh sách các cháu ở các tỉnh Hà Giang, Hà Nội, Lạng Sơn, Hòa Bình, Thanh Hóa và Nam Định đạt thành tích trong năm học 2018-2019 được dòng họ tặng thưởng năm 2019.Tôn vinh người có trình độ cao và danh sách các bậc cao niên được mừng thọ năm 2019."
133,Lễ trao thưởng các cháu học sinh tại thành phố Hà Nội năm 2019,le-trao-thuong-cac-chau-hoc-sinh-tai-thanh-pho-ha-noi-nam-2019,2020-09-01 20:12:42.000,Khuyến học - Phúc Thọ,~/uploads/IMG_0593.JPG192020201242.jpg,Ngày 24/8/2019 dòng họ tổ chức lễ tặng thưởng cho các cháu tại thành phố Hà Nội đạt thành tích xuất sắc trong năm học 2018-2019
116,"Thông báo ban khuyến học, khuyến tài, phúc thọ nhiệm kỳ hai",thong-bao-ban-khuyen-hoc-khuyen-tai-phuc-tho-nhiem-ky-hai,2017-06-15 18:04:56.000,Khuyến học - Phúc Thọ,~/uploads/48a109ac_8.jpg156201718456.jpg,"Căn cứ vào nội dung tại cuộc họp giỗ tổ năm 2017 ngày 2 tháng 4 năm 2017, tôi xin thông báo thành phần ban khuyến học, khuyến tài, phúc thọ nhiệm kỳ thứ hai (2017-2022) của dòng họ gồm các ông (bà) sau đây:"
121,Lễ trao thưởng khuyến học tại thành phố Hà Nội năm 2018,le-trao-thuong-khuyen-hoc-tai-thanh-pho-ha-noi-nam-2018,2020-08-31 10:16:04.000,Khuyến học - Phúc Thọ,~/uploads/FH4A2787.JPG31820201029.jpg,"Ngày 18 tháng 8 năm 2018 họ Dương Văn thôn Dương Hồi, xã Yên Thắng, huyện Ý Yên, tỉnh Nam Định tổ chức lễ trao thưởng khuyến học, khuyến tài chúc mừng các cháu học sinh đạt thành tích xuất sắc trong năm học 2017-2018 tại thành phố Hà Nội"
122,"QUY ĐỊNH  VỀ CÔNG TÁC KHUYẾN HỌC, KHUYẾN TÀI, PHÚC THỌ  (Điều chỉnh lần thứ nhất)",quy-inh-ve-cong-tac-khuyen-hoc-khuyen-tai-phuc-tho-ieu-chinh-lan-thu-nhat,2018-09-05 07:51:22.000,Khuyến học - Phúc Thọ,~/uploads/FH4A2781.JPG492018202640.jpg,"Khuyến học, khuyến tài,  chúc mừng các bậc cao niên  là truyền thống tốt đẹp, lâu đời của dân tộc Việt Nam. Hoạt động này được các thành viên  dòng họ Dương Văn thôn Dương Hồi, xã Yên Thắng, huyện Ý Yên tỉnh Nam  Định  quan tâm  và coi đây là một trong những việc làm hết sức quan trọng để duy trì nét đẹp truyền thống, củng cố, phát triển dòng họ bền vững"
123,THÔNG BÁO  Thực hiện công tác khuyến học năm 2018,thong-bao-thuc-hien-cong-tac-khuyen-hoc-nam-2018,2018-09-05 07:49:43.000,Khuyến học - Phúc Thọ,~/uploads/FH4A2872.JPG492018203431.jpg,"Vừa qua, hội đồng gia tộc của dòng họ đã họp bàn thống nhất các nội dung công tác khuyến học, khuyến tài, phúc thọ, cụ thể như sau:

"
124,"Phân công nhiệm vụ  Ban khuyến học, phúc thọ nhiệm kỳ II",phan-cong-nhiem-vu-ban-khuyen-hoc-phuc-tho-nhiem-ky-ii,2018-09-05 07:52:08.000,Khuyến học - Phúc Thọ,~/uploads/FH4A2787.JPG492018204013.jpg,"Căn cứ thông báo ban khuyến học, khuyến tài, phúc thọ nhiệm kỳ II của dòng họ  ngày 6 tháng 5 năm 2016, nội dung bản qui định khuyến học, khuyến tài, phúc thọ và sự thống nhất trong hội đồng gia tộc, tôi phân công nhiệm vụ cho các thành viên, cụ thể như sau:"
125,"Danh sách khuyến học, khuyến tài, phúc thọ năm 2018",danh-sach-khuyen-hoc-khuyen-tai-phuc-tho-nam-2018,2019-08-27 10:58:47.000,Khuyến học - Phúc Thọ,~/uploads/FH4A2754.JPG49201820565.jpg,"Tổng hợp sanh sách các cháu đạt tại các tỉnh Hà Giang, Hà Nội, Lạng Sơn, Hòa Bình, Thanh Hóa và Nam Định thành tích trong năm học 2017-2018 được dòng họ tặng thưởng năm 2018 và danh sách các bậc cao niên được mừng thọ năm 2018."
109,"Lễ trao thưởng, tặng quà năm 2016",le-trao-thuong-tang-qua-nam-2016,2016-09-21 21:14:15.000,Khuyến học - Phúc Thọ,~/uploads/IMG_0499.JPG492016215112.jpg,"Hôm nay, ngày 4/9/2016, dòng họ Dương Văn đã tổ chức các đoàn đến sáu địa phương làm lễ tặng thưởng cho các cháu học sinh của dòng họ đạt thành tích xuất sắc trong năm học 2015-2016 và tặng quà cho các bậc cao niên."
100,Những tấm lòng vàng của HỌ DƯƠNG VIỆT NAM,nhung-tam-long-vang-cua-ho-duong-viet-nam,2016-03-10 09:01:09.000,Khuyến học - Phúc Thọ,~/uploads/Họ dương việt nam.jpg932016215416.jpg,"Ban biên tập xin trích danh sách những con người có tấm lòng vàng đã tài trợ cho HỌ DƯƠNG VIỆT NAM hoạt động để chúng ta biết, trân trọng, cảm ơn, ngưỡng mộ là tấm gương giúp ta phấn đấu..."
105,"Danh sách tặng quà khuyến học, khuyến tài, phúc thọ năm 2016",danh-sach-tang-qua-khuyen-hoc-khuyen-tai-phuc-tho-nam-2016,2020-07-31 15:54:19.000,Khuyến học - Phúc Thọ,~/uploads/20150906_104538-1_resized.jpg248201693438.jpg,"Để kịp thời động viên, khích lệ các cháu bước vào năm học mới 2016-2017. Dòng họ ấn định ngày 4/9/216 (Trước ngày khai giảng) trực tiếp tổ chức lễ tặng thường, tặng quà cho các cháu đạt thành tích xuất sắc trong năm học 2015-2016 và các bậc cao niên tại sáu địa phương, đó là: Nhà thờ dòng họ, TP Nam Định, TP Hà Nội, TP Lạng Sơn, tỉnh Hà Giang và tỉnh Hòa Bình. Đề nghị mọi người kiểm tra danh sách ( có điều chỉnh phải thông báo ngay) và tuyên truyền, hưởng ứng tích cực..."
106,Hạt giống đỏ của ngành sư phạm Hóa học Việt Nam,hat-giong-o-cua-nganh-su-pham-hoa-hoc-viet-nam,2018-05-13 15:07:26.000,Khuyến học - Phúc Thọ,~/uploads/436px-Hoa_lan_tím (1).jpg2882016184936.jpg,"Chỉ còn một tuần nữa là đến ngày khai giảng năm học mới, giờ đây các tổ chức,cơ quan, đoàn thể đều đã có những giải pháp hữu hiệu cho sự nghiệp trồng người.Đặc biệt là các gia đình đang chăm chút sao cho con cháu học hành tiến bộ. Dòng họ Dương Văn xin gửi tới mọi người trong dòng họ về tấm gương một người cháu ngoại, một hạt giống đỏ của ngành sư phạm Hóa học Việt Nam."
107,Thư của Trưởng tộc Dương Thành Chiến nhân ngày khai giảng năm học 2016-2017,thu-cua-truong-toc-duong-thanh-chien-nhan-ngay-khai-giang-nam-hoc-2016-2017,2016-09-01 21:12:51.000,Khuyến học - Phúc Thọ,~/uploads/Untitled.png2982016165759.jpg,"Chuẩn bị bước vào năm học mới, thay mặt dòng họ xin gửi tới các cháu học sinh của dòng họ Dương Văn lời chúc sức khỏe, phấn khởi bước vào năm học mới và gặt hái được nhiều thành công. Rất mong tất cả thành viên trong dòng họ chúng ta quan tâm hơn nữa công tác khuyến học, khuyến tài. Chúc các bậc cao niên sống vui, sống khỏe, sống có ích cho gia đình và xã hội."
143,Buổi gặp mặt các gia đình và trao thưởng cho các cháu ở TP Hà Nội năm 2023,buoi-gap-mat-cac-gia-inh-va-trao-thuong-cho-cac-chau-o-tp-ha-noi-nam-2023,2023-09-02 21:28:26.000,Khuyến học - Phúc Thọ,~/uploads/Hoc sinh.JPG292023212826.jpg,"Ngày 27 tháng 8 năm 2023, các gia đình dòng họ Dương Văn tại thành phố Hà Nội tổ chức buổi gặp mặt và lễ trao thưởng cho các cháu đạt thành tích xuất sắc trong năm học 2022-2023"
138,Lễ trao thưởng cho các cháu tại TP Hà Nội năm 2022,le-trao-thuong-cho-cac-chau-tai-tp-ha-noi-nam-2022,2022-08-11 19:45:53.000,Khuyến học - Phúc Thọ,~/uploads/z3622885800561_8a7f7d5751dcde23836e2d08179815ce.jpg1182022194553.jpg,"Dòng họ Dương Văn thôn Dương Hồi, xã Yên Thắng, huyện Ý Yên, tỉnh Nam Định rất vui, xin chúc mừng 11 cháu đạt được thành tích xuất sắc. Chúc mừng các gia đình đã có ý thức cao nuôi dạy con cái, đã đầu tư và có những phương pháp giáo dục tốt nhất cho những người con."
139,"Khuyến học, khuyến tài của dòng họ những năm đầu thực hiện",khuyen-hoc-khuyen-tai-cua-dong-ho-nhung-nam-au-thuc-hien,2022-08-12 16:35:42.000,Khuyến học - Phúc Thọ,~/uploads/unnamed.png1282022161141.jpg,"Hình thành được công tác khuyến học, khuyến tài, phúc thọ của dòng họ Dương Văn là cả một quá trình lâu dài. Là kết quả của những tấm lòng trong sáng và ông trưởng tộc Dương Tiến Sừ là người tâm huyết nhất. Là kết quả của sự nỗ lực, chung sức, chung lòng của tất cả chúng ta. Với ước nguyện cho con cháu dòng tộc chúng ta ngày càng phát triển..."
263,"Thông báo ban khuyến học, khuyến tài, phúc thọ nhiệm kỳ hai",thong-bao-ban-khuyen-hoc-khuyen-tai-phuc-tho-nhiem-ky-hai-2,2017-06-15 18:04:56.000,Khuyến học - Phúc Thọ,NULL,"   Căn cứ vào nội dung tại cuộc họp giỗ tổ năm 2017 ngày 2 tháng 4 năm 2017, tôi xin thông báo thành phần ban khuyến học, khuyến tài, phúc thọ nhiệm kỳ thứ hai (2017-2022) của dòng họ gồm các ông (bà) sau đây:"
268,Lễ trao thưởng khuyến học tại thành phố Hà Nội năm 2018,le-trao-thuong-khuyen-hoc-tai-thanh-pho-ha-noi-nam-2018-3,2020-08-31 10:16:04.000,Khuyến học - Phúc Thọ,NULL,"Ngày 18 tháng 8 năm 2018 họ Dương Văn thôn Dương Hồi, xã Yên Thắng, huyện Ý Yên, tỉnh Nam Định tổ chức lễ trao thưởng khuyến học, khuyến tài chúc mừng các cháu học sinh đạt thành tích xuất sắc trong năm học 2017-2018 tại thành phố Hà Nội"
269,"QUY ĐỊNH  VỀ CÔNG TÁC KHUYẾN HỌC, KHUYẾN TÀI, PHÚC THỌ  (Điều chỉnh lần thứ nhất)",quy-inh-ve-cong-tac-khuyen-hoc-khuyen-tai-phuc-tho-ieu-chinh-lan-thu-nhat-2,2018-09-05 07:51:22.000,Khuyến học - Phúc Thọ,NULL,"Khuyến học, khuyến tài,  chúc mừng các bậc cao niên  là truyền thống tốt đẹp, lâu đời của dân tộc Việt Nam. Hoạt động này được các thành viên  dòng họ Dương Văn thôn Dương Hồi, xã Yên Thắng, huyện Ý Yên tỉnh Nam  Định  quan tâm  và coi đây là một trong những việc làm hết sức quan trọng để duy trì nét đẹp truyền thống, củng cố, phát triển dòng họ bền vững"
270,THÔNG BÁO  Thực hiện công tác khuyến học năm 2018,thong-bao-thuc-hien-cong-tac-khuyen-hoc-nam-2018-2,2018-09-05 07:49:43.000,Khuyến học - Phúc Thọ,NULL,"  Vừa qua, hội đồng gia tộc của dòng họ đã họp bàn thống nhất các nội dung công tác khuyến học, khuyến tài, phúc thọ, cụ thể như sau:

"
271,"Phân công nhiệm vụ  Ban khuyến học, phúc thọ nhiệm kỳ II",phan-cong-nhiem-vu-ban-khuyen-hoc-phuc-tho-nhiem-ky-ii-2,2018-09-05 07:52:08.000,Khuyến học - Phúc Thọ,NULL,"   Căn cứ thông báo ban khuyến học, khuyến tài, phúc thọ nhiệm kỳ II của dòng họ  ngày 6 tháng 5 năm 2016, nội dung bản qui định khuyến học, khuyến tài, phúc thọ và sự thống nhất trong hội đồng gia tộc, tôi phân công nhiệm vụ cho các thành viên, cụ thể như sau:"
272,"Danh sách khuyến học, khuyến tài, phúc thọ năm 2018",danh-sach-khuyen-hoc-khuyen-tai-phuc-tho-nam-2018-2,2019-08-27 10:58:47.000,Khuyến học - Phúc Thọ,NULL,"Tổng hợp sanh sách các cháu đạt tại các tỉnh Hà Giang, Hà Nội, Lạng Sơn, Hòa Bình, Thanh Hóa và Nam Định thành tích trong năm học 2017-2018 được dòng họ tặng thưởng năm 2018 và danh sách các bậc cao niên được mừng thọ năm 2018."
290,Buổi gặp mặt các gia đình và trao thưởng cho các cháu ở TP Hà Nội năm 2023,buoi-gap-mat-cac-gia-inh-va-trao-thuong-cho-cac-chau-o-tp-ha-noi-nam-2023-2,2023-09-02 21:28:26.000,Khuyến học - Phúc Thọ,NULL,"Ngày 27 tháng 8 năm 2023, các gia đình dòng họ Dương Văn tại thành phố Hà Nội tổ chức buổi gặp mặt và lễ trao thưởng cho các cháu đạt thành tích xuất sắc trong năm học 2022-2023"
285,Lễ trao thưởng cho các cháu tại TP Hà Nội năm 2022,le-trao-thuong-cho-cac-chau-tai-tp-ha-noi-nam-2022-2,2022-08-11 19:45:53.000,Khuyến học - Phúc Thọ,NULL,"Dòng họ Dương Văn thôn Dương Hồi, xã Yên Thắng, huyện Ý Yên, tỉnh Nam Định rất vui, xin chúc mừng 11 cháu đạt được thành tích xuất sắc. Chúc mừng các gia đình đã có ý thức cao nuôi dạy con cái, đã đầu tư và có những phương pháp giáo dục tốt nhất cho những người con."
286,"Khuyến học, khuyến tài của dòng họ những năm đầu thực hiện",khuyen-hoc-khuyen-tai-cua-dong-ho-nhung-nam-au-thuc-hien-2,2022-08-12 16:35:42.000,Khuyến học - Phúc Thọ,NULL,"Hình thành được công tác khuyến học, khuyến tài, phúc thọ của dòng họ Dương Văn là cả một quá trình lâu dài. Là kết quả của những tấm lòng trong sáng và ông trưởng tộc Dương Tiến Sừ là người tâm huyết nhất. Là kết quả của sự nỗ lực, chung sức, chung lòng của tất cả chúng ta. Với ước nguyện cho con cháu dòng tộc chúng ta ngày càng phát triển..."
282,Khuyến học dòng họ tại TP Hà Nội năm 2020,khuyen-hoc-dong-ho-tai-tp-ha-noi-nam-2020-2,2021-10-08 20:56:52.000,Khuyến học - Phúc Thọ,NULL,"Đến gần cuối năm học 2020 cũng là thời gian thành phố Hà Nội bước vào thời kỳ giãn cách xã hội đầu tiên theo chỉ thị 15 về phòng chống dịch Covid-19 nên hầu hết các trường học đều phải tổng kết trên nền tảng Intenet. Công tác khuyến học của dòng họ tại thành phố cũng khác so với những năm trước đây. Năm nay ông đại diện dòng họ tại thành phố trực tiếp đến từng gia đình chúc mừng, trao thưởng...  "
276,"Danh sách khuyến học, khuyến tài, phúc thọ năm 2019",danh-sach-khuyen-hoc-khuyen-tai-phuc-tho-nam-2019-2,2019-08-27 11:17:18.000,Khuyến học - Phúc Thọ,NULL,"Tổng hợp sanh sách các cháu ở các tỉnh Hà Giang, Hà Nội, Lạng Sơn, Hòa Bình, Thanh Hóa và Nam Định đạt thành tích trong năm học 2018-2019 được dòng họ tặng thưởng năm 2019.Tôn vinh người có trình độ cao và danh sách các bậc cao niên được mừng thọ năm 2019."
280,Lễ trao thưởng các cháu học sinh tại thành phố Hà Nội năm 2019,le-trao-thuong-cac-chau-hoc-sinh-tai-thanh-pho-ha-noi-nam-2019-2,2020-09-01 20:12:42.000,Khuyến học - Phúc Thọ,NULL,Ngày 24/8/2019 dòng họ tổ chức lễ tặng thưởng cho các cháu tại thành phố Hà Nội đạt thành tích xuất sắc trong năm học 2018-2019
135,Khuyến học dòng họ tại TP Hà Nội năm 2020,khuyen-hoc-dong-ho-tai-tp-ha-noi-nam-2020,2021-10-08 20:56:52.000,Khuyến học - Phúc Thọ,~/uploads/IMG_0436.JPG8102021205341.jpg,"Đến gần cuối năm học 2020 cũng là thời gian thành phố Hà Nội bước vào thời kỳ giãn cách xã hội đầu tiên theo chỉ thị 15 về phòng chống dịch Covid-19 nên hầu hết các trường học đều phải tổng kết trên nền tảng Intenet. Công tác khuyến học của dòng họ tại thành phố cũng khác so với những năm trước đây. Năm nay ông đại diện dòng họ tại thành phố trực tiếp đến từng gia đình chúc mừng, trao thưởng..."
198,"Quy định về khuyến học, khuyến tài, phúc thọ",quy-inh-ve-khuyen-hoc-khuyen-tai-phuc-tho-2,2017-08-28 21:40:00.000,Khuyến học - Phúc Thọ,NULL,"Khuyến học, khuyến tài, chúc phúc, chúc mừng các bậc cao niên  là truyền thống tốt đẹp, lâu đời của dân tộc Việt Nam. Hoạt động này được các thành viên  dòng họ Dương Văn thôn Dương Hồi, xã Yên Thắng, huyện Ý Yên tỉnh Nam  Định  quan tâm  và coi đây là một trong những việc làm hết sức quan trọng để duy trì nét đẹp truyền thống, củng cố, phát triển dòng họ bền vững"
209,Danh sách tặng thưởng và tặng quà năm 2015,danh-sach-tang-thuong-va-tang-qua-nam-2015-2,2016-03-31 20:40:39.000,Khuyến học - Phúc Thọ,NULL,"Từ năm 2015, dòng họ tổ chức tặng thưởng cho các cháu học sinh từ Tiểu học đến Đại học có thành tích xuất sắc trong học tập, rèn luyện. Tặng thưởng cho những người có trình độ cao, người có công với nhà nước. Tặng quà cho những bậc cao niên từ 70 tuổi trở lên, đối tượng là con dâu, con rể, con có mẹ họ Dương Văn và những người trong dòng họ. 						
"
200,"Góp ý vào mẫu logo, mẫu tặng thưởng, mẫu tặng quà",gop-y-vao-mau-logo-mau-tang-thuong-mau-tang-qua-2,2015-09-25 16:20:40.000,Khuyến học - Phúc Thọ,NULL,"Để dòng họ chúng ta có sắc thái riêng và biểu thị sự trân trọng của dòng họ tới những người có thành tích, làm cho dòng họ phồn vinh..."
256,"Lễ trao thưởng, tặng quà năm 2016",le-trao-thuong-tang-qua-nam-2016-2,2016-09-21 21:14:15.000,Khuyến học - Phúc Thọ,NULL,"Hôm nay, ngày 4/9/2016, dòng họ Dương Văn đã tổ chức các đoàn đến sáu địa phương làm lễ tặng thưởng cho các cháu học sinh của dòng họ đạt thành tích xuất sắc trong năm học 2015-2016 và tặng quà cho các bậc cao niên."
252,"Danh sách tặng quà khuyến học, khuyến tài, phúc thọ năm 2016",danh-sach-tang-qua-khuyen-hoc-khuyen-tai-phuc-tho-nam-2016-2,2020-07-31 15:54:19.000,Khuyến học - Phúc Thọ,NULL,"Để kịp thời động viên, khích lệ các cháu bước vào năm học mới 2016-2017. Dòng họ ấn định ngày 4/9/216 (Trước ngày khai giảng) trực tiếp tổ chức lễ tặng thường, tặng quà cho các cháu đạt thành tích xuất sắc trong năm học 2015-2016 và các bậc cao niên tại sáu địa phương, đó là: Nhà thờ dòng họ, TP Nam Định, TP Hà Nội, TP Lạng Sơn, tỉnh Hà Giang và tỉnh Hòa Bình. Đề nghị mọi người kiểm tra danh sách ( có điều chỉnh phải thông báo ngay) và tuyên truyền, hưởng ứng tích cực..."
253,Hạt giống đỏ của ngành sư phạm Hóa học Việt Nam,hat-giong-o-cua-nganh-su-pham-hoa-hoc-viet-nam-2,2018-05-13 15:07:26.000,Khuyến học - Phúc Thọ,NULL,"Chỉ còn một tuần nữa là đến ngày khai giảng năm học mới, giờ đây các tổ chức,cơ quan, đoàn thể đều đã có những giải pháp hữu hiệu cho sự nghiệp trồng người.Đặc biệt là các gia đình đang chăm chút sao cho con cháu học hành tiến bộ. Dòng họ Dương Văn xin gửi tới mọi người trong dòng họ về tấm gương một người cháu ngoại, một hạt giống đỏ của ngành sư phạm Hóa học Việt Nam."
